original_id,vid
387,9874
388,9875
389,9876
390,9877
391,9878
392,9879
393,9880
394,9881
395,9882
396,9883
397,9884
398,9885
399,9886
400,9887
401,9888
402,9889
403,9890
404,9891
405,9892
406,9893
407,9894
408,9895
409,9896
410,9897
411,9898
412,9899
413,9900
414,9901
415,9902
416,9903
417,9904
418,9905
419,9906
420,9907
421,9908
422,9909
423,9910
424,9911
425,9912
426,9913
427,9914
428,9915
429,9916
430,9917
431,9918
432,9919
433,9920
434,9921
435,9922
436,9923
437,9924
438,9925
439,9926
440,9927
441,9928
442,9929
443,9930
444,9931
445,9932
446,9933
447,9934
448,9935
449,9936
450,9937
451,9938
452,9939
453,9940
454,9941
455,9942
456,9943
457,9944
458,9945
459,9946
460,9947
461,9948
462,9949
463,9950
464,9951
465,9952
466,9953
467,9954
468,9955
469,9956
470,9957
471,9958
472,9959
473,9960
474,9961
475,9962
476,9963
477,9964
478,9965
479,9966
480,9967
481,9968
482,9969
483,9970
484,9971
485,9972
486,9973
487,9974
488,9975
489,9976
490,9977
491,9978
492,9979
493,9980
494,9981
495,9982
496,9983
497,9984
498,9985
499,9986
500,9987
501,9988
502,9989
503,9990
504,9991
505,9992
506,9993
507,9994
508,9995
509,9996
510,9997
511,9998
512,9999
513,10000
514,10001
515,10002
516,10003
517,10004
518,10005
519,10006
520,10007
521,10008
522,10009
523,10010
524,10011
525,10012
526,10013
527,10014
528,10015
529,10016
530,10017
531,10018
532,10019
533,10020
534,10021
535,10022
536,10023
537,10024
538,10025
539,10026
540,10027
541,10028
542,10029
543,10030
544,10031
545,10032
546,10033
547,10034
548,10035
549,10036
550,10037
551,10038
552,10039
553,10040
554,10041
555,10042
556,10043
557,10044
558,10045
559,10046
560,10047
561,10048
562,10049
563,10050
564,10051
565,10052
566,10053
567,10054
568,10055
569,10056
570,10057
571,10058
572,10059
573,10060
574,10061
575,10062
576,10063
577,10064
578,10065
579,10066
580,10067
581,10068
582,10069
583,10070
584,10071
585,10072
586,10073
587,10074
588,10075
589,10076
590,10077
591,10078
592,10079
593,10080
594,10081
595,10082
596,10083
597,10084
598,10085
599,10086
600,10087
601,10088
602,10089
603,10090
604,10091
605,10092
606,10093
607,10094
608,10095
609,10096
610,10097
611,10098
612,10099
613,10100
614,10101
615,10102
616,10103
617,10104
618,10105
619,10106
620,10107
621,10108
622,10109
623,10110
624,10111
625,10112
626,10113
627,10114
628,10115
629,10116
630,10117
631,10118
632,10119
633,10120
634,10121
635,10122
636,10123
637,10124
638,10125
639,10126
640,10127
641,10128
642,10129
643,10130
644,10131
645,10132
646,10133
647,10134
648,10135
649,10136
650,10137
651,10138
652,10139
653,10140
654,10141
655,10142
656,10143
657,10144
658,10145
659,10146
660,10147
661,10148
662,10149
663,10150
664,10151
665,10152
666,10153
667,10154
668,10155
669,10156
670,10157
671,10158
672,10159
673,10160
674,10161
675,10162
676,10163
677,10164
678,10165
679,10166
680,10167
681,10168
682,10169
683,10170
684,10171
685,10172
686,10173
687,10174
688,10175
689,10176
690,10177
691,10178
692,10179
693,10180
694,10181
695,10182
696,10183
697,10184
698,10185
699,10186
700,10187
701,10188
702,10189
703,10190
704,10191
705,10192
706,10193
707,10194
708,10195
709,10196
710,10197
711,10198
712,10199
713,10200
714,10201
715,10202
716,10203
717,10204
718,10205
719,10206
720,10207
721,10208
722,10209
723,10210
724,10211
725,10212
726,10213
727,10214
728,10215
729,10216
730,10217
731,10218
732,10219
733,10220
734,10221
735,10222
736,10223
737,10224
738,10225
739,10226
740,10227
741,10228
742,10229
743,10230
744,10231
745,10232
746,10233
747,10234
748,10235
749,10236
750,10237
751,10238
752,10239
753,10240
754,10241
755,10242
756,10243
757,10244
758,10245
759,10246
760,10247
761,10248
762,10249
763,10250
764,10251
765,10252
766,10253
767,10254
768,10255
769,10256
770,10257
771,10258
772,10259
773,10260
774,10261
775,10262
776,10263
777,10264
778,10265
779,10266
780,10267
781,10268
782,10269
783,10270
784,10271
785,10272
786,10273
787,10274
788,10275
789,10276
790,10277
791,10278
792,10279
793,10280
794,10281
795,10282
796,10283
797,10284
798,10285
799,10286
800,10287
801,10288
802,10289
803,10290
804,10291
805,10292
806,10293
807,10294
808,10295
809,10296
810,10297
811,10298
812,10299
813,10300
814,10301
815,10302
816,10303
817,10304
818,10305
819,10306
820,10307
821,10308
822,10309
823,10310
824,10311
825,10312
826,10313
827,10314
828,10315
829,10316
830,10317
831,10318
832,10319
833,10320
834,10321
835,10322
836,10323
837,10324
838,10325
839,10326
840,10327
841,10328
842,10329
843,10330
844,10331
845,10332
846,10333
847,10334
848,10335
849,10336
850,10337
851,10338
852,10339
853,10340
854,10341
855,10342
856,10343
857,10344
858,10345
859,10346
860,10347
861,10348
862,10349
863,10350
864,10351
865,10352
866,10353
867,10354
868,10355
869,10356
870,10357
871,10358
872,10359
873,10360
874,10361
875,10362
876,10363
877,10364
878,10365
879,10366
880,10367
881,10368
882,10369
883,10370
884,10371
885,10372
886,10373
887,10374
888,10375
889,10376
890,10377
891,10378
892,10379
893,10380
894,10381
895,10382
896,10383
897,10384
898,10385
899,10386
900,10387
901,10388
902,10389
903,10390
904,10391
905,10392
906,10393
907,10394
908,10395
909,10396
910,10397
911,10398
912,10399
913,10400
914,10401
915,10402
916,10403
917,10404
918,10405
919,10406
920,10407
921,10408
922,10409
923,10410
924,10411
925,10412
926,10413
927,10414
928,10415
929,10416
930,10417
931,10418
932,10419
933,10420
934,10421
935,10422
936,10423
937,10424
938,10425
939,10426
940,10427
941,10428
942,10429
943,10430
944,10431
945,10432
946,10433
947,10434
948,10435
949,10436
950,10437
951,10438
952,10439
953,10440
954,10441
955,10442
956,10443
957,10444
958,10445
959,10446
960,10447
961,10448
962,10449
963,10450
964,10451
965,10452
966,10453
967,10454
968,10455
969,10456
970,10457
971,10458
972,10459
973,10460
974,10461
975,10462
976,10463
977,10464
978,10465
979,10466
980,10467
981,10468
982,10469
983,10470
984,10471
985,10472
986,10473
987,10474
988,10475
989,10476
990,10477
991,10478
992,10479
993,10480
994,10481
995,10482
996,10483
997,10484
998,10485
999,10486
1000,10487
1001,10488
1002,10489
1003,10490
1004,10491
1005,10492
1006,10493
1007,10494
1008,10495
1009,10496
1010,10497
1011,10498
1012,10499
1013,10500
1014,10501
1015,10502
1016,10503
1017,10504
1018,10505
1019,10506
1020,10507
1021,10508
1022,10509
1023,10510
1024,10511
1025,10512
1026,10513
1027,10514
1028,10515
1029,10516
1030,10517
1031,10518
1032,10519
1033,10520
1034,10521
1035,10522
1036,10523
1037,10524
1038,10525
1039,10526
1040,10527
1041,10528
1042,10529
1043,10530
1044,10531
1045,10532
1046,10533
1047,10534
1048,10535
1049,10536
1050,10537
1051,10538
1052,10539
1053,10540
1054,10541
1055,10542
1056,10543
1057,10544
1058,10545
1059,10546
1060,10547
1061,10548
1062,10549
1063,10550
1064,10551
1065,10552
1066,10553
1067,10554
1068,10555
1069,10556
1070,10557
1071,10558
1072,10559
1073,10560
1074,10561
1075,10562
1076,10563
1077,10564
1078,10565
1079,10566
1080,10567
1081,10568
1082,10569
1083,10570
1084,10571
1085,10572
1086,10573
1087,10574
1088,10575
1089,10576
1090,10577
1091,10578
1092,10579
1093,10580
1094,10581
1095,10582
1096,10583
1097,10584
1098,10585
1099,10586
1100,10587
1101,10588
1102,10589
1103,10590
1104,10591
1105,10592
1106,10593
1107,10594
1108,10595
1109,10596
1110,10597
1111,10598
1112,10599
1113,10600
1114,10601
1115,10602
1116,10603
1117,10604
1118,10605
1119,10606
1120,10607
1121,10608
1122,10609
1123,10610
1124,10611
1125,10612
1126,10613
1127,10614
1128,10615
1129,10616
1130,10617
1131,10618
1132,10619
1133,10620
1134,10621
1135,10622
1136,10623
1137,10624
1138,10625
1139,10626
1140,10627
1141,10628
1142,10629
1143,10630
1144,10631
1145,10632
1146,10633
1147,10634
1148,10635
1149,10636
1150,10637
1151,10638
1152,10639
1153,10640
1154,10641
1155,10642
1156,10643
1157,10644
1158,10645
1159,10646
1160,10647
1161,10648
1162,10649
1163,10650
1164,10651
1165,10652
1166,10653
1167,10654
1168,10655
1169,10656
1170,10657
1171,10658
1172,10659
1173,10660
1174,10661
1175,10662
1176,10663
1177,10664
1178,10665
1179,10666
1180,10667
1181,10668
1182,10669
1183,10670
1184,10671
1185,10672
1186,10673
1187,10674
1188,10675
1189,10676
1190,10677
1191,10678
1192,10679
1193,10680
1194,10681
1195,10682
1196,10683
1197,10684
1198,10685
1199,10686
1200,10687
1201,10688
1202,10689
1203,10690
1204,10691
1205,10692
1206,10693
1207,10694
1208,10695
1209,10696
1210,10697
1211,10698
1212,10699
1213,10700
1214,10701
1215,10702
1216,10703
1217,10704
1218,10705
1219,10706
1220,10707
1221,10708
1222,10709
1223,10710
1224,10711
1225,10712
1226,10713
1227,10714
1228,10715
1229,10716
1230,10717
1231,10718
1232,10719
1233,10720
1234,10721
1235,10722
1236,10723
1237,10724
1238,10725
1239,10726
1240,10727
1241,10728
1242,10729
1243,10730
1244,10731
1245,10732
1246,10733
1247,10734
1248,10735
1249,10736
1250,10737
1251,10738
1252,10739
1253,10740
1254,10741
1255,10742
1256,10743
1257,10744
1258,10745
1259,10746
1260,10747
1261,10748
1262,10749
1263,10750
1264,10751
1265,10752
1266,10753
1267,10754
1268,10755
1269,10756
1270,10757
1271,10758
1272,10759
1273,10760
1274,10761
1275,10762
1276,10763
1277,10764
1278,10765
1279,10766
1280,10767
1281,10768
1282,10769
1283,10770
1284,10771
1285,10772
1286,10773
1287,10774
1288,10775
1289,10776
1290,10777
1291,10778
1292,10779
1293,10780
1294,10781
1295,10782
1296,10783
1297,10784
1298,10785
1299,10786
1300,10787
1301,10788
1302,10789
1303,10790
1304,10791
1305,10792
1306,10793
1307,10794
1308,10795
1309,10796
1310,10797
1311,10798
1312,10799
1313,10800
1314,10801
1315,10802
1316,10803
1317,10804
1318,10805
1319,10806
1320,10807
1321,10808
1322,10809
1323,10810
1324,10811
1325,10812
1326,10813
1327,10814
1328,10815
1329,10816
1330,10817
1331,10818
1332,10819
1333,10820
1334,10821
1335,10822
1336,10823
1337,10824
1338,10825
1339,10826
1340,10827
1341,10828
1342,10829
1343,10830
1344,10831
1345,10832
1346,10833
1347,10834
1348,10835
1349,10836
1350,10837
1351,10838
1352,10839
1353,10840
1354,10841
1355,10842
1356,10843
1357,10844
1358,10845
1359,10846
1360,10847
1361,10848
1362,10849
1363,10850
1364,10851
1365,10852
1366,10853
1367,10854
1368,10855
1369,10856
1370,10857
1371,10858
1372,10859
1373,10860
1374,10861
1375,10862
1376,10863
1377,10864
1378,10865
1379,10866
1380,10867
1381,10868
1382,10869
1383,10870
1384,10871
1385,10872
1386,10873
1387,10874
1388,10875
1389,10876
1390,10877
1391,10878
1392,10879
1393,10880
1394,10881
1395,10882
1396,10883
1397,10884
1398,10885
1399,10886
1400,10887
1401,10888
1402,10889
1403,10890
1404,10891
1405,10892
1406,10893
1407,10894
1408,10895
1409,10896
1410,10897
1411,10898
1412,10899
1413,10900
1414,10901
1415,10902
1416,10903
1417,10904
1418,10905
1419,10906
1420,10907
1421,10908
1422,10909
1423,10910
1424,10911
1425,10912
1426,10913
1427,10914
1428,10915
1429,10916
1430,10917
1431,10918
1432,10919
1433,10920
1434,10921
1435,10922
1436,10923
1437,10924
1438,10925
1439,10926
1440,10927
1441,10928
1442,10929
1443,10930
1444,10931
1445,10932
1446,10933
1447,10934
1448,10935
1449,10936
1450,10937
1451,10938
1452,10939
1453,10940
1454,10941
1455,10942
1456,10943
1457,10944
1458,10945
1459,10946
1460,10947
1461,10948
1462,10949
1463,10950
1464,10951
1465,10952
1466,10953
1467,10954
1468,10955
1469,10956
1470,10957
1471,10958
1472,10959
1473,10960
1474,10961
1475,10962
1476,10963
1477,10964
1478,10965
1479,10966
1480,10967
1481,10968
1482,10969
1483,10970
1484,10971
1485,10972
1486,10973
1487,10974
1488,10975
1489,10976
1490,10977
1491,10978
1492,10979
1493,10980
1494,10981
1495,10982
1496,10983
1497,10984
1498,10985
1499,10986
1500,10987
1501,10988
1502,10989
1503,10990
1504,10991
1505,10992
1506,10993
1507,10994
1508,10995
1509,10996
1510,10997
1511,10998
1512,10999
1513,11000
1514,11001
1515,11002
1516,11003
1517,11004
1518,11005
1519,11006
1520,11007
1521,11008
1522,11009
1523,11010
1524,11011
1525,11012
1526,11013
1527,11014
1528,11015
1529,11016
1530,11017
1531,11018
1532,11019
1533,11020
1534,11021
1535,11022
1536,11023
1537,11024
1538,11025
1539,11026
1540,11027
1541,11028
1542,11029
1543,11030
1544,11031
1545,11032
1546,11033
1547,11034
1548,11035
1549,11036
1550,11037
1551,11038
1552,11039
1553,11040
1554,11041
1555,11042
1556,11043
1557,11044
1558,11045
1559,11046
1560,11047
1561,11048
1562,11049
1563,11050
1564,11051
1565,11052
1566,11053
1567,11054
1568,11055
1569,11056
1570,11057
1571,11058
1572,11059
1573,11060
1574,11061
1575,11062
1576,11063
1577,11064
1578,11065
1579,11066
1580,11067
1581,11068
1582,11069
1583,11070
1584,11071
1585,11072
1586,11073
1587,11074
1588,11075
1589,11076
1590,11077
1591,11078
1592,11079
1593,11080
1594,11081
1595,11082
1596,11083
1597,11084
1598,11085
1599,11086
1600,11087
1601,11088
1602,11089
1603,11090
1604,11091
1605,11092
1606,11093
1607,11094
1608,11095
1609,11096
1610,11097
1611,11098
1612,11099
1613,11100
1614,11101
1615,11102
1616,11103
1617,11104
1618,11105
1619,11106
1620,11107
1621,11108
1622,11109
1623,11110
1624,11111
1625,11112
1626,11113
1627,11114
1628,11115
1629,11116
1630,11117
1631,11118
1632,11119
1633,11120
1634,11121
1635,11122
1636,11123
1637,11124
1638,11125
1639,11126
1640,11127
1641,11128
1642,11129
1643,11130
1644,11131
1645,11132
1646,11133
1647,11134
1648,11135
1649,11136
1650,11137
1651,11138
1652,11139
1653,11140
1654,11141
1655,11142
1656,11143
1657,11144
1658,11145
1659,11146
1660,11147
1661,11148
1662,11149
1663,11150
1664,11151
1665,11152
1666,11153
1667,11154
1668,11155
1669,11156
1670,11157
1671,11158
1672,11159
1673,11160
1674,11161
1675,11162
1676,11163
1677,11164
1678,11165
1679,11166
1680,11167
1681,11168
1682,11169
1683,11170
1684,11171
1685,11172
1686,11173
1687,11174
1688,11175
1689,11176
1690,11177
1691,11178
1692,11179
1693,11180
1694,11181
1695,11182
1696,11183
1697,11184
1698,11185
1699,11186
1700,11187
1701,11188
1702,11189
1703,11190
1704,11191
1705,11192
1706,11193
1707,11194
1708,11195
1709,11196
1710,11197
1711,11198
1712,11199
1713,11200
1714,11201
1715,11202
1716,11203
1717,11204
1718,11205
1719,11206
1720,11207
1721,11208
1722,11209
1723,11210
1724,11211
1725,11212
1726,11213
1727,11214
1728,11215
1729,11216
1730,11217
1731,11218
1732,11219
1733,11220
1734,11221
1735,11222
1736,11223
1737,11224
1738,11225
1739,11226
1740,11227
1741,11228
1742,11229
1743,11230
1744,11231
1745,11232
1746,11233
1747,11234
1748,11235
1749,11236
1750,11237
1751,11238
1752,11239
1753,11240
1754,11241
1755,11242
1756,11243
1757,11244
1758,11245
1759,11246
1760,11247
1761,11248
1762,11249
1763,11250
1764,11251
1765,11252
1766,11253
1767,11254
1768,11255
1769,11256
1770,11257
1771,11258
1772,11259
1773,11260
1774,11261
1775,11262
1776,11263
1777,11264
1778,11265
1779,11266
1780,11267
1781,11268
1782,11269
1783,11270
1784,11271
1785,11272
1786,11273
1787,11274
1788,11275
1789,11276
1790,11277
1791,11278
1792,11279
1793,11280
1794,11281
1795,11282
1796,11283
1797,11284
1798,11285
1799,11286
1800,11287
1801,11288
1802,11289
1803,11290
1804,11291
1805,11292
1806,11293
1807,11294
1808,11295
1809,11296
1810,11297
1811,11298
1812,11299
1813,11300
1814,11301
1815,11302
1816,11303
1817,11304
1818,11305
1819,11306
1820,11307
1821,11308
1822,11309
1823,11310
1824,11311
1825,11312
1826,11313
1827,11314
1828,11315
1829,11316
1830,11317
1831,11318
1832,11319
1833,11320
1834,11321
1835,11322
1836,11323
1837,11324
1838,11325
1839,11326
1840,11327
1841,11328
1842,11329
1843,11330
1844,11331
1845,11332
1846,11333
1847,11334
1848,11335
1849,11336
1850,11337
1851,11338
1852,11339
1853,11340
1854,11341
1855,11342
1856,11343
1857,11344
1858,11345
1859,11346
1860,11347
1861,11348
1862,11349
1863,11350
1864,11351
1865,11352
1866,11353
1867,11354
1868,11355
1869,11356
1870,11357
1871,11358
1872,11359
1873,11360
1874,11361
1875,11362
1876,11363
1877,11364
1878,11365
1879,11366
1880,11367
1881,11368
1882,11369
1883,11370
1884,11371
1885,11372
1886,11373
1887,11374
1888,11375
1889,11376
1890,11377
1891,11378
1892,11379
1893,11380
1894,11381
1895,11382
1896,11383
1897,11384
1898,11385
1899,11386
1900,11387
1901,11388
1902,11389
1903,11390
1904,11391
1905,11392
1906,11393
1907,11394
1908,11395
1909,11396
1910,11397
1911,11398
1912,11399
1913,11400
1914,11401
1915,11402
1916,11403
1917,11404
1918,11405
1919,11406
1920,11407
1921,11408
1922,11409
1923,11410
1924,11411
1925,11412
1926,11413
1927,11414
1928,11415
1929,11416
1930,11417
1931,11418
1932,11419
1933,11420
1934,11421
1935,11422
1936,11423
1937,11424
1938,11425
1939,11426
1940,11427
1941,11428
1942,11429
1943,11430
1944,11431
1945,11432
1946,11433
1947,11434
1948,11435
1949,11436
1950,11437
1951,11438
1952,11439
1953,11440
1954,11441
1955,11442
1956,11443
1957,11444
1958,11445
1959,11446
1960,11447
1961,11448
1962,11449
1963,11450
1964,11451
1965,11452
1966,11453
1967,11454
1968,11455
1969,11456
1970,11457
1971,11458
1972,11459
1973,11460
1974,11461
1975,11462
1976,11463
1977,11464
1978,11465
1979,11466
1980,11467
1981,11468
1982,11469
1983,11470
1984,11471
1985,11472
1986,11473
1987,11474
1988,11475
1989,11476
1990,11477
1991,11478
1992,11479
1993,11480
1994,11481
1995,11482
1996,11483
1997,11484
1998,11485
1999,11486
2000,11487
2001,11488
2002,11489
2003,11490
2004,11491
2005,11492
2006,11493
2007,11494
2008,11495
2009,11496
2010,11497
2011,11498
2012,11499
2013,11500
2014,11501
2015,11502
2016,11503
2017,11504
2018,11505
2019,11506
2020,11507
2021,11508
2022,11509
2023,11510
2024,11511
2025,11512
2026,11513
2027,11514
2028,11515
2029,11516
2030,11517
2031,11518
2032,11519
2033,11520
2034,11521
2035,11522
2036,11523
2037,11524
2038,11525
2039,11526
2040,11527
2041,11528
2042,11529
2043,11530
2044,11531
2045,11532
2046,11533
2047,11534
2048,11535
2049,11536
2050,11537
2051,11538
2052,11539
2053,11540
2054,11541
2055,11542
2056,11543
2057,11544
2058,11545
2059,11546
2060,11547
2061,11548
2062,11549
2063,11550
2064,11551
2065,11552
2066,11553
2067,11554
2068,11555
2069,11556
2070,11557
2071,11558
2072,11559
2073,11560
2074,11561
2075,11562
2076,11563
2077,11564
2078,11565
2079,11566
2080,11567
2081,11568
2082,11569
2083,11570
2084,11571
2085,11572
2086,11573
2087,11574
2088,11575
2089,11576
2090,11577
2091,11578
2092,11579
2093,11580
2094,11581
2095,11582
2096,11583
2097,11584
2098,11585
2099,11586
2100,11587
2101,11588
2102,11589
2103,11590
2104,11591
2105,11592
2106,11593
2107,11594
2108,11595
2109,11596
2110,11597
2111,11598
2112,11599
2113,11600
2114,11601
2115,11602
2116,11603
2117,11604
2118,11605
2119,11606
2120,11607
2121,11608
2122,11609
2123,11610
2124,11611
2125,11612
2126,11613
2127,11614
2128,11615
2129,11616
2130,11617
2131,11618
2132,11619
2133,11620
2134,11621
2135,11622
2136,11623
2137,11624
2138,11625
2139,11626
2140,11627
2141,11628
2142,11629
2143,11630
2144,11631
2145,11632
2146,11633
2147,11634
2148,11635
2149,11636
2150,11637
2151,11638
2152,11639
2153,11640
2154,11641
2155,11642
2156,11643
2157,11644
2158,11645
2159,11646
2160,11647
2161,11648
2162,11649
2163,11650
2164,11651
2165,11652
2166,11653
2167,11654
2168,11655
2169,11656
2170,11657
2171,11658
2172,11659
2173,11660
2174,11661
2175,11662
2176,11663
2177,11664
2178,11665
2179,11666
2180,11667
2181,11668
2182,11669
2183,11670
2184,11671
2185,11672
2186,11673
2187,11674
2188,11675
2189,11676
2190,11677
2191,11678
2192,11679
2193,11680
2194,11681
2195,11682
2196,11683
2197,11684
2198,11685
2199,11686
2200,11687
2201,11688
2202,11689
2203,11690
2204,11691
2205,11692
2206,11693
2207,11694
2208,11695
2209,11696
2210,11697
2211,11698
2212,11699
2213,11700
2214,11701
2215,11702
2216,11703
2217,11704
2218,11705
2219,11706
2220,11707
2221,11708
2222,11709
2223,11710
2224,11711
2225,11712
2226,11713
2227,11714
2228,11715
2229,11716
2230,11717
2231,11718
2232,11719
2233,11720
2234,11721
2235,11722
2236,11723
2237,11724
2238,11725
2239,11726
2240,11727
2241,11728
2242,11729
2243,11730
2244,11731
2245,11732
2246,11733
2247,11734
2248,11735
2249,11736
2250,11737
2251,11738
2252,11739
2253,11740
2254,11741
2255,11742
2256,11743
2257,11744
2258,11745
2259,11746
2260,11747
2261,11748
2262,11749
2263,11750
2264,11751
2265,11752
2266,11753
2267,11754
2268,11755
2269,11756
2270,11757
2271,11758
2272,11759
2273,11760
2274,11761
2275,11762
2276,11763
2277,11764
2278,11765
2279,11766
2280,11767
2281,11768
2282,11769
2283,11770
2284,11771
2285,11772
2286,11773
2287,11774
2288,11775
2289,11776
2290,11777
2291,11778
2292,11779
2293,11780
2294,11781
2295,11782
2296,11783
2297,11784
2298,11785
2299,11786
2300,11787
2301,11788
2302,11789
2303,11790
2304,11791
2305,11792
2306,11793
2307,11794
2308,11795
2309,11796
2310,11797
2311,11798
2312,11799
2313,11800
2314,11801
2315,11802
2316,11803
2317,11804
2318,11805
2319,11806
2320,11807
2321,11808
2322,11809
2323,11810
2324,11811
2325,11812
2326,11813
2327,11814
2328,11815
2329,11816
2330,11817
2331,11818
2332,11819
2333,11820
2334,11821
2335,11822
2336,11823
2337,11824
2338,11825
2339,11826
2340,11827
2341,11828
2342,11829
2343,11830
2344,11831
2345,11832
2346,11833
2347,11834
2348,11835
2349,11836
2350,11837
2351,11838
2352,11839
2353,11840
2354,11841
2355,11842
2356,11843
2357,11844
2358,11845
2359,11846
2360,11847
2361,11848
2362,11849
2363,11850
2364,11851
2365,11852
2366,11853
2367,11854
2368,11855
2369,11856
2370,11857
2371,11858
2372,11859
2373,11860
2374,11861
2375,11862
2376,11863
2377,11864
2378,11865
2379,11866
2380,11867
2381,11868
2382,11869
2383,11870
2384,11871
2385,11872
2386,11873
2387,11874
2388,11875
2389,11876
2390,11877
2391,11878
2392,11879
2393,11880
2394,11881
2395,11882
2396,11883
2397,11884
2398,11885
2399,11886
2400,11887
2401,11888
2402,11889
2403,11890
2404,11891
2405,11892
2406,11893
2407,11894
2408,11895
2409,11896
2410,11897
2411,11898
2412,11899
2413,11900
2414,11901
2415,11902
2416,11903
2417,11904
2418,11905
2419,11906
2420,11907
2421,11908
2422,11909
2423,11910
2424,11911
2425,11912
2426,11913
2427,11914
2428,11915
2429,11916
2430,11917
2431,11918
2432,11919
2433,11920
2434,11921
2435,11922
2436,11923
2437,11924
2438,11925
2439,11926
2440,11927
2441,11928
2442,11929
2443,11930
2444,11931
2445,11932
2446,11933
2447,11934
2448,11935
2449,11936
2450,11937
2451,11938
2452,11939
2453,11940
2454,11941
2455,11942
2456,11943
2457,11944
2458,11945
2459,11946
2460,11947
2461,11948
2462,11949
2463,11950
2464,11951
2465,11952
2466,11953
2467,11954
2468,11955
2469,11956
2470,11957
2471,11958
2472,11959
2473,11960
2474,11961
2475,11962
2476,11963
2477,11964
2478,11965
2479,11966
2480,11967
2481,11968
2482,11969
2483,11970
2484,11971
2485,11972
2486,11973
2487,11974
2488,11975
2489,11976
2490,11977
2491,11978
2492,11979
2493,11980
2494,11981
2495,11982
2496,11983
